Ok,Parasite type,Parasite genus,Parasite species,Parasite name,Old name,ParasiteCorrectedBinomial,WOS June_2014,WOS June_2014 Viral Species,Specificity score,Specialist - Generalist,Confidence score,Direct,Indirect,Close,Sexual,Vertical,CloseNonsexual,Non-close,Environment,Soil,Water,Feces,Vector,Intermediate,Notes on Transmission,Notes on Specificity,no. transmission modes,trait flag,REF - AG 2016,REF type,doi,Notes (Alyssa Gehman),
,Helminth,Crenosoma,sp.,Crenosoma sp.,Crenosoma spp.,NA,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://cal.vet.upenn.edu/projects/dxendopar/parasitepages/unknown/c_vulpis.html,,1,,,,,,
,Helminth,Eurytrema,sp.,Eurytrema sp.,Eurytrema spp.,NA,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,,,1,,,,,,
,Helminth,Hysterothylacium,sp.,Hysterothylacium sp.,Hysterothylacium spp.,NA,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,The life cycle of Hysterothylacium aduncum (Nematoda: Anisakidae) in Chilean marine farms,,1,,,,,,
,Helminth,Leptorhynchoides,sp.,Leptorhynchoides sp.,Leptorhynchoides spp.,NA,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"The life cycle of Leptorhynchoides thecatus (Linton), an acanthocephalan of fish",,1,,,,,,
,Helminth,Metagonimus,sp.,Metagonimus sp.,Metagonimus spp.,NA,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"WHO/FAO. “Food-Borne Trematode Infections in Asia.” Ha Noi, Vietnam, 2002.",,1,,,,,,
,Helminth,Telorchis,sp.,Telorchis sp.,Telorchis spp.,NA,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,The Transmission of Parafilaroides decorus (Nematoda: Metastrongyloidea) in the California Sea Lion (Zalophus calif ornianus),,1,,,,,,
,Helminth,Eustrongylides,incrassatum,Eustrongylides incrassatum,Eustrongylides incrassatum,,0,,1,S,6,0,1,0,0,0,0,0,0,0,0,0,0,1,"Spalding, Marilyn; Forrester, D. (1993). ""Pathogenesis of Eustrongylides ignotus in Ciconiiforms"". Journal of Wildlife Disease 29: 250–260. doi:10.7589/0090-3558-29.2.250",,1,,,,,,
,Helminth,Eustrongylides,inerme,Eustrongylides inerme,Eustrongylides inerme,,0,,3,S,3,0,1,0,0,0,0,0,0,0,0,0,0,1,"Spalding, Marilyn; Forrester, D. (1993). ""Pathogenesis of Eustrongylides ignotus in Ciconiiforms"". Journal of Wildlife Disease 29: 250–260. doi:10.7589/0090-3558-29.2.250",,1,,,,,,
,Helminth,Galactosomum,angellae,Galactosomum angellae,Galactosomum angellae,,0,,1,S,6,0,1,0,0,0,0,0,0,0,0,0,0,1,"""Database of Parasites in Fish and Shellfish"". Retrieved 2008-07-03.",,1,,,,,,
,Helminth,Maritreminoides,nettae,Maritreminoides nettae,Maritreminoides nettae,,0,,5,G,3,0,1,0,0,0,0,0,0,0,0,0,0,1,THE DESCRIPTION AND LIFE CYCLE OF MARITREMA LARICOLA SP. N. (TREMATODA: MICROPHALLIDAE),,1,,,,,,
67,Helminth,Acanthocephalus,NA,Acanthocephalus NA,Acanthocephalus sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://cnx.org/content/m34741/latest/?collection=col11211/latest,,1,,,,,,
1132,Helminth,Aelurostrongylus,NA,Aelurostrongylus NA,Aelurostrongylus ap.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://www.capcvet.org/capc-recommendations/lungworms,,1,,,,,,
,Helminth,Aelurostrongylus,sp.,Aelurostrongylus sp.,Aelurostrongylus sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://www.capcvet.org/capc-recommendations/lungworms,,1,,,,,,
51,Helminth,Corynosoma,NA,Corynosoma NA,Corynosoma sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"Encyclopedia of Parasitology: A-M, Volumes 1-2",,1,,,,,,
,Helminth,Corynosoma,sp.,Corynosoma sp.,Corynosoma sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"Encyclopedia of Parasitology: A-M, Volumes 1-2",,1,,,,,,
1058,Helminth,Crenosoma,NA,Crenosoma NA,Crenosoma sp,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://cal.vet.upenn.edu/projects/dxendopar/parasitepages/unknown/c_vulpis.html,,1,,,,,,
1048,Helminth,Cylicospirura,NA,Cylicospirura NA,Petrowospirura petrowi,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,Ladds PW et al (2006) Enteritis caused by Cylicospirura heydoni infection in two Tasmanian pademelons (Thylogale billardierii). Aust Vet J 84(11):412-413,,1,,,,,,
1035,Helminth,Dipetalonema,NA,Dipetalonema NA,Dipetalonema,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,http://cal.vet.upenn.edu/projects/dxendopar/parasitepages/filariidsandspirurids/d_reconditum.html#lifecycle,,1,,,,,,
1346,Helminth,Diphyllobothrium,NA,Diphyllobothrium NA,Diphyllobothrium sp,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,,,1,,,,,,
1342,Helminth,Diplopylidium,NA,Diplopylidium NA,Diplopylidium sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,Abu-Madi MA et al (2010) Intestinal helminths of feral cat populations from urban and suburban districts of Qatar. Vet Parasitol 168(3-4):284-292,,1,,,,,,
1336,Helminth,Dipylidium,NA,Dipylidium NA,Dipylidium sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://www.cdc.gov/dpdx/dipylidium/index.html,,1,,,,,,
1027,Helminth,Dirofilaria,NA,Dirofilaria NA,Dirofilaria sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,"Johnstone, Colin (1998). ""Heartworm"". Parasites and Parasitic Diseases of Domestic Animals. University of Pennsylvania. Archived from the original on 2000-12-06. Retrieved 2007-02-26.",,1,,,,,,
1021,Helminth,Dracunculus,NA,Dracunculus NA,Dracunculus sp. ,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://www.dpd.cdc.gov/dpdx/HTML/ImageLibrary/Dracunculiasis_il.asp?body=A-F/Dracunculiasis/body_Dracunculiasis_il2.htm,,1,,,,,,
1335,Helminth,Echinochasmus,NA,Echinochasmus NA,Echinocasmus sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,The life cycle of EChinochasmus bagulai (Trematoda: Echinostomatidae),,1,,,,,,
1326,Helminth,Echinococcus,NA,Echinococcus NA,Echinococcus sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,,,1,,,,,,
1319,Helminth,Echinostoma,NA,Echinostoma NA,Echinostoma sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://www.atlas.or.kr/atlas/alphabet_view.php?my_codeName=Echinostoma%20cinetorchis,,1,,,,,,
,Helminth,Euretrema,sp.,Eurytrema sp.,Euretrema sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://www.pathobio.sdu.edu.cn/sdjsc/parasiteimages/eurytrema_lifecycle.html,,1,,,,,,
1309,Helminth,Eurytrema,NA,Eurytrema NA,Euretrema sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,,,1,,,,,,
1016,Helminth,Eustrongylides,NA,Eustrongylides NA,Eustrongylides sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"Spalding, Marilyn; Forrester, D. (1993). ""Pathogenesis of Eustrongylides ignotus in Ciconiiforms"". Journal of Wildlife Disease 29: 250–260. doi:10.7589/0090-3558-29.2.250",,1,,,,,,
,Helminth,Eustrongylides,sp.,Eustrongylides sp.,Eustrongylides sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"Spalding, Marilyn; Forrester, D. (1993). ""Pathogenesis of Eustrongylides ignotus in Ciconiiforms"". Journal of Wildlife Disease 29: 250–260. doi:10.7589/0090-3558-29.2.250",,1,,,,,,
1004,Helminth,Filaroides,NA,Filaroides NA,Filaroides sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://cal.vet.upenn.edu/projects/dxendopar/parasitepages/hooklungstrongyloides/f_hirthi.html#lifecycle,,1,,,,,,
,Helminth,Filaroides,sp.,Filaroides sp.,Filaroides sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://cal.vet.upenn.edu/projects/dxendopar/parasitepages/hooklungstrongyloides/f_hirthi.html#lifecycle,,1,,,,,,
1001,Helminth,Gnathostoma,NA,Gnathostoma NA,Gnathastoma sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,,,1,,,,,,
,Helminth,Gnathostoma,sp.,Gnathostoma sp.,Gnathostoma sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,,,1,,,,,,
996,Helminth,Gongylonema,NA,Gongylonema NA,Gongylonema sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,,,1,,,,,,
993,Helminth,Habronema,NA,Habronema NA,Habronema sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,,,1,,,,,,
,Helminth,Habronema,sp.,Habronema sp.,Habronema sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,,,1,,,,,,
992,Helminth,Hedruris,NA,Hedruris NA,Hedruris sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"José L. Luque, Fabiano M. Vieira, Kristin Herrmann, Tania M. King, Robert Poulin & Clément Lagrue (2010). ""New evidence on a cold case: trophic transmission, distribution and host specificity in Hedruris spinigera (Nematoda: Hedruridae)"" (PDF). Folia Parasitologica 57: 223–231. PMID 20941914",,1,,,,,,
,Helminth,Hedruris,sp.,Hedruris sp.,Hedruris sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"José L. Luque, Fabiano M. Vieira, Kristin Herrmann, Tania M. King, Robert Poulin & Clément Lagrue (2010). ""New evidence on a cold case: trophic transmission, distribution and host specificity in Hedruris spinigera (Nematoda: Hedruridae)"" (PDF). Folia Parasitologica 57: 223–231. PMID 20941914",,1,,,,,,
1296,Helminth,Hymenolepis,NA,Hymenolepis NA,Hymenolepis sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"Lo CT, Ayele Y, Birrie H. Helminth and snail survey in Harerge region of Ethiopia with special reference to Schistosomiasis. Ethiop Med J 1989;27:73-83.",,1,,,,,,
991,Helminth,Hysterothylacium,NA,Hysterothylacium NA,Hysterothylacium sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,The life cycle of Hysterothylacium aduncum (Nematoda: Anisakidae) in Chilean marine farms,,1,,,,,,
1291,Helminth,Joyeuxiella,NA,Joyeuxiella NA,Joyeuxiella sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,Barutzki D & Schaper R (2003) Endoparasites in dogs and cats in Germany 1999-2002. Parasitol Res 90(3):S148-50,,1,,,,,,
,Helminth,Joyeuxiella,sp.,Joyeuxiella sp.,Joyeuxiella sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,Barutzki D & Schaper R (2003) Endoparasites in dogs and cats in Germany 1999-2002. Parasitol Res 90(3):S148-50,,1,,,,,,
990,Helminth,Lagochilascaris,NA,Lagochilascaris NA,Lagochilascaris sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paçô JM et al (1999) Wild rodents as experimental intermediate hosts of Lagochilascaris minor Leiper, 1909. Mem Inst Oswaldo Cruz 94(4):441-449",,1,,,,,,
,Helminth,Lagochilascaris,sp.,Lagochilascaris sp.,Lagochilascaris sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paçô JM et al (1999) Wild rodents as experimental intermediate hosts of Lagochilascaris minor Leiper, 1909. Mem Inst Oswaldo Cruz 94(4):441-449",,1,,,,,,
35,Helminth,Macracanthorhynchus,NA,Macracanthorhynchus NA,Macracanthorhynchus sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,,,1,,,,,,
,Helminth,Macracanthorhynchus,sp.,Macracanthorhynchus sp.,Macracanthorhynchus sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,,,1,,,,,,
1285,Helminth,Maritreminoides,NA,Maritreminoides NA,Maritreminoides sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,THE DESCRIPTION AND LIFE CYCLE OF MARITREMA LARICOLA SP. N. (TREMATODA: MICROPHALLIDAE),,1,,,,,,
1273,Helminth,Mesocestoides,NA,Mesocestoides NA,Mesocestoides ,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://www.capcvet.org/capc-recommendations/mesocestoides,,1,,,,,,
,Helminth,Mesocestoides,sp.,Mesocestoides sp.,Mesocestoides sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://www.capcvet.org/capc-recommendations/mesocestoides,,1,,,,,,
1265,Helminth,metagonimus,NA,Metagonimus NA,Metagonimus sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"WHO/FAO. “Food-Borne Trematode Infections in Asia.” Ha Noi, Vietnam, 2002.",,1,,,,,,
985,Helminth,Metastrongylus,NA,Metastrongylus NA,Metastrongylus sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,,,1,,,,,,
977,Helminth,Molineus,NA,Molineus NA,Molenius sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,Nematode Parasites of Vertebrates: Their Development and Transmission,,1,,,,,,
1254,Helminth,Moniezia,NA,Moniezia NA,Moniezia sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,,,1,,,,,,
32,Helminth,Moniliformis,NA,Moniliformis NA,Moniliformis sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"Acanthocephaliasis. Parasites and Health. CDC, 20 July 2009. Web.",,1,,,,,,
1251,Helminth,Multiceps,NA,Multiceps NA,Multiceps sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,,,1,,,,,,
1235,Helminth,Oochoristica,NA,Oochoristica NA,Oochoristica sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,Life cycle and postembryonic development of Oochoristica anolis (Cyclophyllidea: Linstowiidae).,,1,,,,,,
1231,Helminth,Opisthorchis,NA,Opisthorchis NA,Opisthorchis sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1," World Health Organization (1995). Control of Foodborne Trematode Infection. WHO Technical Report Series. 849. PDF part 1, PDF part 2. page 125-126.",,1,,,,,,
22,Helminth,Pachysentis,NA,Pachysentis NA,Pachysentis sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,Natural Infection of Pachysentis canicola (Acanthocephala: Oli-gacan¬ thorhynchida) In Fox from Persian Gulf Coastal Area in Iran,,1,,,,,,
1227,Helminth,Paragonimus,NA,Paragonimus NA,Paragonimus sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1," Baum, Stephen G. ""Paragonimiasis -- Cook Those Crawdads!"" Journal Watch. Infectious Diseases (2010): n. pag. ProQuest. Web. 12 Oct. 2013.",,1,,,,,,
1218,Helminth,Phagicola,NA,Phagicola NA,Phagicola sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"The life cycle of Ascocotyle (Phagicola) longa (Digenea: Heterophyidae), a causative agent of fish-borne trematodosis.",,1,,,,,,
1216,Helminth,Pharyngostomoides,NA,Pharyngostomoides NA,Pharyngostomoides sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"Observations of the life cycle of Pharyngostomoides spp. and the description of P. adenocephala sp.n. Strigeoidea: Diplostomatidae from the raccoon, Procyon lotor L.",,1,,,,,,
933,Helminth,Phocascaris,NA,Phocascaris NA,Phocascaris sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"An SEM study of Phocascaris cystophoraeBerland, 1964 (Nematoda:
Anisakidae), a parasite of the hooded seal Cystophora cristata",,1,,,,,,
927,Helminth,Physaloptera,NA,Physaloptera NA,Physaloptera,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://cal.vet.upenn.edu/projects/dxendopar/parasitepages/unknown/physaloptera.html#lifecycle,,1,,,,,,
15,Helminth,Polymorphus,NA,Polymorphus NA,Acanthocephala polymorphus sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,Does the carotenoid-based colouration of Polymorphus minutus facilitate its trophic transmission to definitive hosts?,,1,,,,,,
918,Helminth,Porrocaecum,NA,Porrocaecum NA,Porrocaecum sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"ON THE MORPHOLOGY AND LIFE HISTORY OF PHOCANEMA DECIPIENS (KRABBE, 1878) MYERS, 1959 (NEMATODA:ANISAKIDAE)",,1,,,,,,
6,Helminth,Profilicollis,NA,Profilicollis NA,Profilicollis sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"Karl A. Mayer, Murray D. Dailey & Melissa A. Miller (2003). ""Helminth parasites of the southern sea otter Enhydra lutris nereis in central California: abundance, distribution and pathology"". Diseases of Aquatic Organisms 53 (1): 77–88.",,1,,,,,,
916,Helminth,Protospirura,NA,Protospirura NA,Protospirura sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,El-Shehabi FS et al (1999) Prevalence of intestinal helminths of dogs and foxes from Jordan. Parasitol Res 85(11):928-934,,1,,,,,,
912,Helminth,Pseudoterranova,NA,Pseudoterranova NA,Pseudoterranova sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,"Description, microhabitat selection and infection patterns of sealworm larvae (Pseudoterranova decipiens species complex, nematoda: ascaridoidea) in fishes from Patagonia, Argentina",,1,,,,,,
1192,Helminth,Schistocephalus,NA,Schistocephalus NA,Schistocephalus sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/cestode-life-cycle/,,1,,,,,,
892,Helminth,Spirocerca,NA,Spirocerca NA,Spirocerca sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://cal.vet.upenn.edu/projects/dxendopar/parasitepages/filariidsandspirurids/s_lupi.html#lifecycle,,1,,,,,,
1182,Helminth,Spirometra,NA,Spirometra NA,Spirometra sp.,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,http://www.capcvet.org/capc-recommendations/diphyllobothriidean-tapeworm,,1,,,,,,
214,Helminth,Gongylonema,pulchrum,Gongylonema pulchrum,Gongylonema pulchrum,Gongylonema pulchrum,47,,5,G,3,0,1,0,0,0,,0,,,,,0,1,"Pesson, B.; Hersant, C.; Biehler, JF.; Abou-Bacar, A.; Brunet, J.; Pfaff, AW.; Ferté, H.; Candolfi, E. (2013). ""First case of human gongylonemosis in France."". Parasite 20: 5.doi:10.1051/parasite/2013007. PMC 3718519. PMID 23425508.",,1,,,,,,
65,Helminth,Arhythmorhynchus,brevis,Arhythmorhynchus brevis,Polymorphus brevis,Arhythmorhynchus brevis,3,,,,,,1,,,,,,,,,,,1,,,1,,,,,,
,Helminth,Concinnum,ten,Concinnum ten,Concinnum ten,Concinnum ten,1,,4,G,3,,1,,,,,,,,,,,1,,,1,,,,,,
,Helminth,Cryptocotyle,concavum,Cryptocotyle concavum,Cryptocotyle concavum,Cryptocotyle concavum,21,,1,S,4,,1,,,,,,,,,,,1,,,1,,,,,,
,Helminth,Cryptocotyle,jejunum,Cryptocotyle jejunum,Cryptocotyle jejunum,Cryptocotyle jejunum,0,,4,G,6,,1,,,,,,,,,,,1,,,1,,,,,,
,Helminth,Cryptocotyle,lingua,Cryptocotyle lingua,Cryptocotyle lingua,Cryptocotyle lingua,122,,5,G,3,,1,,,,,,,,,,,1,,,1,,,,,,
,Helminth,Metechinorhynchus,lateralis,Metechinorhynchus lateralis,Metechinorhynchus lateralis,Echinorhynchus lateralis,0,,1,S,4,,1,,,,,,,,,,,1,,,1,,,,,,
,Helminth,Euparyphium,inerme,Euparyphium inerme,Euparyphium inerme,Euparyphium inermo,1,,3,S,3,,1,,,,,,,,,,,1,,,1,,,,,,
,Helminth,Euparyphium,melis,Euparyphium melis,Euparyphium melis,Euparyphium melis,3,,4,G,3,,1,,,,,,,,,,,1,,,1,,,,,,
,Helminth,Euryhelmis,costaricensis,Euryhelmis costaricensis,Euryhelmis costaricensis,Euryhelmis costaricensis,2,,4,G,3,,1,,,,,,,,,,,1,THE MORPHOLOGY AND LIFE CYCLE OF EURYHELMIS. MONORCHIS N. SP. (TREMATODA) FROM. THE MINK (can't access),,1,,,,,,
,Helminth,Euryhelmis,squamula,Euryhelmis squamula,Euryhelmis squamula,Euryhelmis squamula,6,,5,G,3,,1,,,,,,,,,,,1,,,1,,,,,,
,Helminth,Filaria,taxideae,Filaria taxideae,Filaria taxideae,Filaria taxideae,6,,3,S,3,,1,,,,,,,,,,1,,,,1,,,,,,
,Helminth,Gyrosoma,singulare,Gyrosoma singulare,Gyrosoma singulare,Gyrosoma singularis,1,,4,G,3,,1,,,,,,,,,,,1,,,1,,,,,,
,Helminth,Hammondia,heydorni,Hammondia heydorni,Hammondia heydorni,Hammondia heydorni,107,,3,S,3,,1,,,,,,,,,,,1,,,1,,,,,,
,Helminth,Hepatoxylon,trichiuri,Hepatoxylon trichiuri,Hepatoxylon trichiuri,Hepatoxylon trichiuri,17,,5,G,3,,1,,,,,,,,,,,1,,,1,,,,,,
,Helminth,Mastophorus,muris,Mastophorus muris,Mastophorus muris,Mastophorus muris,32,,5,G,3,,1,,,,,,,,,,,1,,,1,,,,,,
,Helminth,Metathelazia,californica,Metathelazia californica,Metathelazia californica,Metathelazia californica,1,,4,G,3,,1,,,,,,,,,,,1,,,1,,,,,,
13,Helminth,Porrorchis,leibyi,Porrorchis leibyi,Porrorchis leibyi,Porrorchis leibyi,1,,,,,,1,,,,,,,,,,,1,,,1,,,,,,
12,Helminth,Porrorchis,nickoli,Porrorchis nickoli,Porrorchis nickoli,Porrorchis nickoli,1,,,,,,1,,,,,,,,,,,1,,,1,,,,,,
11,Helminth,Porrorchis,oti,Porrorchis oti,Porrorchis oti,Porrorchis oti,2,,,,,,1,,,,,,,,,,,1,,,1,,,,,,
,Helminth,Terranova,azarasi,Terranova azarasi,Terranova azarasi,Pseudoterranova azarasi,0,,4,G,3,,1,,,,,,,,,,,1,,,1,,,,,,
,Helminth,Rictularia,proni,Rictularia proni,Rictularia proni,Rictularia proni,5,,5,G,3,,1,,,,,,,,,,,1,,,1,,,,,,
5,Helminth,Southwelina,hispida,Southwelina hispida,Southwelina hispida,Southwelina hispida,2,,,,,,1,,,,,,,,,,,1,,,1,,,,,,
,Helminth,Thominx,aerophilus,Thominx aerophilus,Thominx aerophilus,Thominx aerophilus,0,,4,G,3,,1,,,,,,,,,,,1,,,1,,,,,,
,Helminth,Concinnum,sp.,Concinnum sp.,Concinnum sp.,NA,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,
,Helminth,Euryhelmis,sp.,Euryhelmis sp.,Euryhelmis sp.,NA,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,
,Helminth,Terranova,sp.,Terranova sp.,Terranova sp.,NA,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,
,Helminth,Zalophotrema,sp.,Zalophotrema sp.,Zalophotrema spp.,NA,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,
,Helminth,Amoebotaenia,paradoxa,Amoebotaenia paradoxa,Amoebotaenia paradoxa,,0,,5,G,6,,1,,,,,,,,,,,1,,,1,,,,,,
,Helminth,Enhydrodiplostomum,alaroides,Enhydrodiplostomum alaroides,Enhydrodiplostomum alaroides,,0,,1,S,6,,1,,,,,,,,,,,1,,,1,,,,,,
,Helminth,Enhydrodiplostomum,fosteri,Enhydrodiplostomum fosteri,Enhydrodiplostomum fosteri,,0,,1,S,6,,1,,,,,,,,,,,1,,,1,,,,,,
1356,Helminth,Cryptocotyle,NA,Cryptocotyle NA,Cryptocotyle sp.,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,
,Helminth,Cryptocotyle,sp.,Cryptocotyle sp.,Cryptocotyle sp.,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,
1044,Helminth,Cyrnea,NA,Cyrnea NA,Cyrnea sp.,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,
42,Helminth,Gigantorhynchus,NA,Gigantorhynchus NA,Gigantorhynchus sp.,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,
41,Helminth,Hemiechinosoma,NA,Hemiechinosoma NA,Hemiechinosoma sp.,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,
1041,Helminth,Didelphonema,longispiculata,Didelphonema longispiculata,Didelphonema longispiculata,Didelphonema longispiculata,3,,,,,,,,,,,,,,,,,1,,,1,,,,,,
213,Protozoa,Babesia,bigemina,Babesia bigemina,Babesia bigemina,Babesia bigemina,583,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,"Despommier, Dickson D.; et al. (1995). Parasitic Diseases. Ed 3. New York City, New York: Spinger-Verlag Inc. pp. 224–226.; Lux JZ, Weiss D, Linden JV, et al. (January 2003). ""Transfusion-associated babesiosis after heart transplant"". Emerging Infect. Dis. 9 (1): 116–9.",,1,,,,,,
212,Protozoa,Babesia,bovis,Babesia bovis,Babesia bovis,Babesia bovis,901,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,"Despommier, Dickson D.; et al. (1995). Parasitic Diseases. Ed 3. New York City, New York: Spinger-Verlag Inc. pp. 224–226.; Lux JZ, Weiss D, Linden JV, et al. (January 2003). ""Transfusion-associated babesiosis after heart transplant"". Emerging Infect. Dis. 9 (1): 116–9.",,1,,,,,,
211,Protozoa,Babesia,caballi,Babesia caballi,Babesia caballi,Babesia caballi,222,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,"Despommier, Dickson D.; et al. (1995). Parasitic Diseases. Ed 3. New York City, New York: Spinger-Verlag Inc. pp. 224–226.; Lux JZ, Weiss D, Linden JV, et al. (January 2003). ""Transfusion-associated babesiosis after heart transplant"". Emerging Infect. Dis. 9 (1): 116–9.",,1,,,,,,
209,Protozoa,Babesia,canis,Babesia canis,Babesia canis,Babesia canis,410,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,"Despommier, Dickson D.; et al. (1995). Parasitic Diseases. Ed 3. New York City, New York: Spinger-Verlag Inc. pp. 224–226.; Lux JZ, Weiss D, Linden JV, et al. (January 2003). ""Transfusion-associated babesiosis after heart transplant"". Emerging Infect. Dis. 9 (1): 116–9.",,1,,,,,,
208,Protozoa,Babesia,cynicti,Babesia cynicti,Babesia cynicti,Babesia cynicti,1,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,"Despommier, Dickson D.; et al. (1995). Parasitic Diseases. Ed 3. New York City, New York: Spinger-Verlag Inc. pp. 224–226.; Lux JZ, Weiss D, Linden JV, et al. (January 2003). ""Transfusion-associated babesiosis after heart transplant"". Emerging Infect. Dis. 9 (1): 116–9.",,1,,,,,,
207,Protozoa,Babesia,felis,Babesia felis,Babesia felis,Babesia felis,12,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,"Despommier, Dickson D.; et al. (1995). Parasitic Diseases. Ed 3. New York City, New York: Spinger-Verlag Inc. pp. 224–226.; Lux JZ, Weiss D, Linden JV, et al. (January 2003). ""Transfusion-associated babesiosis after heart transplant"". Emerging Infect. Dis. 9 (1): 116–9.",,1,,,,,,
